web-scraper-order,web-scraper-start-url,links,links-href,price,adresse,image-link-src,marque
"1738687455-236","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Cygnus 125ie injection Venant","https://www.dakarvente.com/annonce-31382-cygnus-125ie-injection-venant-papiers-cmc-disponible.html","625.000  FCFA","Offre d'un particulier à HLM","media/annonces/pics/b9b891aba36cee007a420c63756bec11.jpg","Cygnus 125ie injection Venant"
"1738687463-237","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Honda Vision 110ie année 2012 Venant","https://www.dakarvente.com/annonce-31425-honda-vision-110ie-anne-2012-venant-papiers-cmc-original.html","625.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/f3c9c8a644f0e267473d2ffa80730b10.jpg","Honda Vision 110ie Venant"
"1738687474-238","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Liberty 125cm3 carburateur nouveau modèle Venant","https://www.dakarvente.com/annonce-31426-liberty-125cm3-carburateur-nouveau-modle-venant-papiers-cmc-original.html","675.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/b7acecbc5e75ca06d0e689e22734a7b5.jpg","Liberty 125cm3 carburateur Venant"
"1738687480-239","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Scooter Honda Dylan","https://www.dakarvente.com/annonce-31839-scooter-honda-dylan.html","450.000  FCFA","Offre d'un particulier à Parcelles assainies","media/annonces/pics/f60da281682d924ba6b18ffefff9c6f7.jpeg","Je vend mon scooter Honda Dylan presque neufs puissants du moteur 125cm le moteur jamais touché avec cmc"
"1738687493-240","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Kymco G-Dink Jager 125ie injection modèle 2015  Venant","https://www.dakarvente.com/annonce-31943-kymco-g-dink-jager-125ie-injection-modle-2015-venant-papiers-cmc-original-prix-675000fr.html","675.000  FCFA","Offre d'un particulier à HLM","media/annonces/pics/56b22eb3bcb50a262ce0520a7074270e.jpg","Kymco G-Dink Jager 125ie injection modèle 2015  Venant"
"1738687496-241","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Kymco 200cc","https://www.dakarvente.com/annonce-32013-kymco-200cc.html","","","",""
"1738687500-242","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Mbk nitro","https://www.dakarvente.com/annonce-32100-mbk-nitro.html","","","",""
"1738687503-243","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Peugeot Rs 4t50cc injection","https://www.dakarvente.com/annonce-32291-peugeot-rs-4t50cc-injection.html","","","",""
"1738687511-244","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Piaggio 4 temps","https://www.dakarvente.com/annonce-32343-piaggio-4-temps.html","120.000  FCFA","Offre d'un particulier à Rufisque","media/annonces/pics/3c8a4833d97c561ff26ed47c17c030ac.jpg","Je veux ma moto piaggio en très bon état, même la rayure sur la devanture a été réparée, une moto de ville qui te permet de ne plus perdre de temps dans les embouteillages et d'économiser de l'argent car elle ne consomme pas, pas de fumé qui sort du peau d'échappement, rien, juste nickel"
"1738687517-245","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Xmax 400","https://www.dakarvente.com/annonce-32359-xmax-400.html","1.200.000  FCFA","Offre d'un particulier à Dieuppeul","media/annonces/pics/ca5173f541087590430be0b8b6255188.jpeg","Xmax 2016

400cc 

Kilométrage 42.000km

Moto avec carte à grise, Gps Et support téléphone."
"1738687524-246","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","F12R 50cc nouveau modèle","https://www.dakarvente.com/annonce-32544-f12r-50cc-nouveau-modle.html","375.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/3dff3cc9cf59f70a3a6e1c402845265c.jpeg","Malaguti f12R nouveau modèle moteur 50cc a."
"1738687535-247","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Moto jakarta","https://www.dakarvente.com/annonce-33106-moto-jakarta.html","490.000  FCFA","Offre d'un particulier à Castors","media/annonces/pics/316278213a6916bee5e044b7bc177efa.jpg","Moto jakarta de marque tra moto pour    vous."
"1738687543-248","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Piaggio Fly nouveau modèle 4t50cc","https://www.dakarvente.com/annonce-33178-piaggio-fly-nouveau-modle-4t50cc.html","380.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/8941e2921588753662a316aced575acb.jpeg","Piaggio fly 4t50cc nouveau modèle venant jamais roulé ici et silencieux avec très très faible consommation pour plus d’info contacté moi"
"1738687550-249","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Vespa","https://www.dakarvente.com/annonce-33321-vespa.html","420.000  FCFA","Demande d'un professionnel à Dakar","img/nophoto.png","Vespa lx 4t venant moteur 50cc jamais roulé ici et très très faible consommation avec papier Cmc et acet de vant pour plus d’info contacté moi"
"1738687554-250","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Sportcity one 125cc","https://www.dakarvente.com/annonce-33325-sportcity-one-125cc.html","","","",""
"1738687561-251","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Yamaha Cygnus X 125cc avec carte grise","https://www.dakarvente.com/annonce-33356-yamaha-cygnus-x-125cc-avec-carte-grise.html","","","",""
"1738687565-252","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Burgman 200ie freins ABS Venant","https://www.dakarvente.com/annonce-33445-burgman-200ie-freins-abs-venant-papiers-cmc-original.html","","","",""
"1738687577-253","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Zip 50","https://www.dakarvente.com/annonce-33571-zip-50.html","250  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/fc197ce43e197f7bb7d33e53cea5c7fc.jpeg","Zip 50"
"1738687597-254","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Liberty 4v nouveau modèle","https://www.dakarvente.com/annonce-33573-liberty-4v-nouveau-modle.html","","Offre d'un particulier à Dakar","media/annonces/pics/80f3ec8339832d5fdcaa53498a394511.jpeg","Liberty 3v venant 

Rien à signaler tout marche

Papiers complets"
"1738687606-255","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Kisbee","https://www.dakarvente.com/annonce-33645-kisbee.html","350  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/9d6ca4891698484588aa59a2a5499f53.jpeg","peugeot kisbee nouveau modèle 4t50cc

 venant de France"
"1738687616-256","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Vespa lx 50cc","https://www.dakarvente.com/annonce-33646-vespa-lx-50cc.html","","Demande d'un professionnel à Dakar","media/annonces/pics/a10773ce82031dfbd35db5ed9289223d.jpeg","Vespa lx 50cc venant de France"
"1738687622-257","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Honda SH 125i","https://www.dakarvente.com/annonce-33650-honda-sh-125i.html","","","",""
"1738687627-258","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Sym fiddle2 4t50cc","https://www.dakarvente.com/annonce-33774-sym-fiddle2-4t50cc.html","","","",""
"1738687637-259","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Liberty s nouveau modèle","https://www.dakarvente.com/annonce-33775-liberty-s-nouveau-modle.html","450.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/2a2c10188915b4c468d1f823527970b9.jpeg","Piaggio liberty s nouveau modèle  injection 4t50cc venant jamais roulé ici et très très faible consommation avec papier acet de vant pour plus d’info contacté moi"
"1738687646-260","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=5","Piaggio Free 50cc","https://www.dakarvente.com/annonce-33827-piaggio-free-50cc.html","275.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/dadb59d14814de7b1bb97bb9943dd411.jpeg","Piaggio Free 50cc venant jamais ici et très très faible consommation"
"1738687666-261","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Motos à vendre","https://www.dakarvente.com/annonce-33882-motos-vendre.html","570.000  FCFA","Offre d'un particulier à Castors","media/annonces/pics/715fb06b08467d06f2b269ca54bc235b.jpg","Des motos  neuves à vos disposition.

Avec ou sans mutation."
"1738687677-262","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Kymco Agility fR 4t50cc","https://www.dakarvente.com/annonce-33902-kymco-agility-fr-4t50cc.html","350.000  FCFA","Demande d'un professionnel à Guédiawaye","media/annonces/pics/eb46b983338b0c1fff8f469df58e0de0.jpeg","Kymco Agility fR 4t50cc nouveau modèle venant jamais roulé ici et très très faible consommation pour plus d’info contacté moi"
"1738687686-263","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Yamaha neos4 injection 4t50cc","https://www.dakarvente.com/annonce-33903-yamaha-neos4-injection-4t50cc.html","380.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/7e86a06364bcc1863ca5aa5cf098e393.jpeg","Yamaha neos4 injection nouveau modèle  4t50cc  venant d’italie"
"1738687697-264","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Yamaha XMAX Sport 125ie injection Venant","https://www.dakarvente.com/annonce-33933-yamaha-xmax-sport-125ie-injection-venant-papiers-cmc-original.html","725.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/d32d14bb2334b74d52f9bdcf85687ce6.jpg","Yamaha XMAX Sport 125ie Venant"
"1738687708-265","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Kymco Dink 200ie injection Venant","https://www.dakarvente.com/annonce-33934-kymco-dink-200ie-injection-venant-papiers-cmc-original.html","625.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/52b90fe4fcc83b2302ad8e7167ab4540.jpg","Kymco Dink 200ie injection Venant"
"1738687724-266","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Vespa lx 50cc","https://www.dakarvente.com/annonce-34156-vespa-lx-50cc.html","450.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/42f155e6e30d05b1364cd5df62a26940.jpeg","Vespa lx 50cc venant jamais roulé ici et très très faible consommation moteur silencieux scooter tout neuf avec papier pour plus d’info contacté moi"
"1738687734-267","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Scooter Sh 150i Avec Carte grise Assurance 1 Ans sa fume 400 000 FCFA","https://www.dakarvente.com/annonce-34222-scooter-sh-150i-avec-carte-grise-assurance-1-ans-sa-fume-400-000-fcfa.html","","Demande d'un particulier à Dakar","media/annonces/pics/1d97bcacef78d5a204611fecc4723e65.jpeg","Scooter Sh 150i Avec Carte grise Assurance 1 Ans sa fume

400 000 FCFA"
"1738687742-268","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","TMAX 2019 SX","https://www.dakarvente.com/annonce-34241-tmax-2019-sx.html","2.300.000  FCFA","Offre d'un particulier à Golf","media/annonces/pics/c516c090e974e34ec150b5776ff0f923.jpg","Salam je vends un tmax 2019 SX déjà muté en très bon état tout est nickel et marche très bien propre"
"1738687747-269","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Aprillia sxr 50c année 2022","https://www.dakarvente.com/annonce-34335-aprillia-sxr-50c-anne-2022.html","","","",""
"1738687755-270","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Quad Cfmoto 1000","https://www.dakarvente.com/annonce-34434-quad-cfmoto-1000.html","7.800.000  FCFA","Offre d'un particulier à Mbour","media/annonces/pics/f1e5732ec1bdcb59c06cc2c9a94d2893.jpeg","Cause double emploi , très beau et puissant quad à vendre , année 2020 et 10.500 km en parfait état et rien à prévoir"
"1738687765-271","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Kisbee 50 black édition nouveau modèle 2021","https://www.dakarvente.com/annonce-34519-kisbee-50-black-dition-nouveau-modle-2021.html","375.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/f20c795ab6999267cad2ef2f89620a30.jpeg","peugeot kisbee black édition nouveau modèle injection 4t50cc  Année 2021 venant de France"
"1738687776-272","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","X8 Piaggio 250ie injection Venant","https://www.dakarvente.com/annonce-34539-x8-piaggio-250ie-injection-venant-papiers-cmc-original-dispo-prix850mil.html","850.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/aceb9ac0ee6bd36383e33ad4d50734df.jpg","X8 Piaggio 250ie injection Venant"
"1738687786-273","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Scooter Venant 4 temps 125 cc","https://www.dakarvente.com/annonce-34733-scooter-venant-4-temps-125-cc.html","250.000  FCFA","Offre d'un particulier à Guédiawaye","media/annonces/pics/4edcdc1313b1767bee618a18f70805a7.jpg","Scooter très propre avec une très faible consommation,Motorisation 4 temps,moteur puissant,très robuste et Carénage asser propre à un Prix cadeaux"
"1738687794-274","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Yamaha neos4 Nouveau modèle 4t50cc","https://www.dakarvente.com/annonce-34734-yamaha-neos4-nouveau-modle-4t50cc.html","380.000  FCFA","Demande d'un professionnel à Castors","media/annonces/pics/3a30148da46463edf5fce3f42ecd970e.jpeg","Yamaha neos4 nouveau modèle injection 4t50cc venant de France"
"1738687806-275","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Derbi Atlantis 100cc","https://www.dakarvente.com/annonce-35021-derbi-atlantis-100cc.html","375.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/138f21f2d81cfee16f8599f10acc1181.jpeg","Scooter Marque : Derbi ; Modèle : Atlantis 100cc très nerveuse"
"1738687819-276","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Yamaha neos4 4tamps 50cc injection nouveau modèle","https://www.dakarvente.com/annonce-35098-yamaha-neos4-4tamps-50cc-injection-nouveau-modle.html","365.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/0860fc2303aa6a79efc2e0c7d2b71622.jpeg","Yamaha neos4 injection 4tamps 50cc nouveau modèle venant de italia"
"1738687829-277","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Piaggio liberty 50cc","https://www.dakarvente.com/annonce-35099-piaggio-liberty-50cc.html","290.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/4a6a4ff347b762ba83c1ec1284f7a4ef.jpeg","Piaggio liberty 50cc venant jamais roulé ici et très faible consommation scooter très propre et silencieux pour plus d’info contacté moi"
"1738687837-278","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Sportcity derbi 125cc nouveau modèle","https://www.dakarvente.com/annonce-35340-sportcity-derbi-125cc-nouveau-modle.html","650.000  FCFA","Demande d'un professionnel à Guédiawaye","media/annonces/pics/44466eef5a02e49ad63b5f8e2458f337.jpeg","Scooter Marque sportcity derbi nouveau modèle 125cc 4tamps très nerveuse"
"1738687846-279","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Piaggio free live 50cc","https://www.dakarvente.com/annonce-35341-piaggio-free-live-50cc.html","265.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/c234928c491f65760835a9c552985d50.jpeg","Piaggio free 50cc tout marche bien rien à signalé et très très faible consommation pour plus d’info contacté moi"
"1738687855-280","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Malaguty f12r nouveau modèle 50cc","https://www.dakarvente.com/annonce-35432-malaguty-f12r-nouveau-modle-50cc.html","375.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/9a7f236cffa354d7ca459ca7488fffa0.jpeg","Malaguty f12r nouveau modèle 50cc"
"1738687868-281","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Peugeot kisbee Rs nouveau modèle 4t50cc","https://www.dakarvente.com/annonce-35447-peugeot-kisbee-rs-nouveau-modle-4t50cc.html","375.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/e3b0a5a4c0a30e5ff9e89b47595e7573.jpeg","peugeot kisbee rs nouveau modèle 4tamps 50cc venant de France"
"1738687888-282","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Piaggio FLY 125cm3 carburateur Venant papiers cmc original disponible","https://www.dakarvente.com/annonce-35677-piaggio-fly-125cm3-carburateur-venant-papiers-cmc-original-disponible.html","650.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/b72401f162b30c8034ca7f7b7f801f1d.jpg","Piaggio FLY 125cm3 carburateur Venant papiers cmc original déjà disponible"
"1738687896-283","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","TRICYCLE","https://www.dakarvente.com/annonce-35681-tricycle.html","1.480.000  FCFA","Offre d'un particulier à Sacré Coeur","media/annonces/pics/dfbb57f337a0e2683d5dc1480462d0c3.png","Chers clients, nous vous proposons des MOTOS TRICYCLE très efficace et tout neuf avec sa carte grise.



•-TRICYCLE 175 CC à 1.480.000 CFA

•-TRICYCLE 150CC  à 1.580.000 CFA

•-TRICYCLE 200 CC  à 1.700.000 CFA

•-TRICYCLE 250 CC  à 1.980.000 CFA"
"1738687908-284","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Burgman 150cm3 carburateur Venant papiers cmc original disponible","https://www.dakarvente.com/annonce-35789-burgman-150cm3-carburateur-venant-papiers-cmc-original-disponible.html","600.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/221fefb27c3f1d2fcbd642fe9583b93f.jpg","Burgman 150cm3 carburateur Venant"
"1738687916-285","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Honda intégrale","https://www.dakarvente.com/annonce-35795-honda-intgrale.html","1.800.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/775a47d84f63afca5b9550b405d752e3.jpeg","Vente moto Honda intégrale 750"
"1738687930-286","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Malaguty f12r nouveau modèle 50cc","https://www.dakarvente.com/annonce-35909-malaguty-f12r-nouveau-modle-50cc.html","365.000  FCFA","Offre d'un professionnel à Dakar","media/annonces/pics/d3261a5785d71a35a7c554245960387e.jpeg","Malaguty f12r nouveau modèle 50cc venant de italien"
"1738687943-287","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Kymco Dink 125cm3 carburateur Venant","https://www.dakarvente.com/annonce-35923-kymco-dink-125cm3-carburateur-venant-papiers-cmc-original.html","575.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/ce5e141e14a1f3c3c011494a47878c89.jpg","Kymco Dink 125cm3 carburateur Venant"
"1738687955-288","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Piaggio zip 80","https://www.dakarvente.com/annonce-35997-piaggio-zip-80.html","180.000  FCFA","Demande d'un particulier à Ouest Foire","media/annonces/pics/a71cb893e4a34c68f1f994b84d2d7088.jpeg","Moto compét 80cc très puissant"
"1738687964-289","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","T-MAX HONDA FORZA 2019","https://www.dakarvente.com/annonce-36136-t-max-honda-forza-2019.html","1.700.000  FCFA","Offre d'un particulier à Pikine","media/annonces/pics/5331865072e95814c6b8f28c0a831e26.jpeg","T-MAX HONDA FORZA 125 Venant de France 2019, arrivée a Dakar Hier

*- PRIX KHEWEUL: 1.700.000f*

CONTACT APPEL OU WHATSAPP:

782718278

- Visible à Pikine"
"1738687981-290","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Liberty 4t50cc","https://www.dakarvente.com/annonce-36200-liberty-4t50cc.html","285.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/758511656122727f7b8b621f24e7d37c.jpeg","Piaggio liberty 4t50cc venant jamais roulé ici et très faible consommation scooter très propre et silencieux pour plus d’info contacté moi"
"1738688007-291","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Liberty 4t50cc","https://www.dakarvente.com/annonce-36201-liberty-4t50cc.html","300.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/9bb7cbf73a7e362a9482a44b43377833.jpeg","Piaggio liberty 4t50cc venant jamais roulé ici et très faible consommation scooter très propre et silencieux pour plus d’info contacté moi"
"1738688019-292","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Liberty s nouveau modèle 50cc","https://www.dakarvente.com/annonce-36202-liberty-s-nouveau-modle-50cc.html","375.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/5ac6f010b51be3a25fc512458ea8d505.jpeg","Piaggio liberty s nouveau modèle 50cc venant jamais roulé ici et très très faible consommation avec moteur propre et silencieux pour plus d’info contacté moi"
"1738688027-293","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Scooter suzuki","https://www.dakarvente.com/annonce-36408-scooter-suzuki.html","300.000  FCFA","Offre d'un particulier à Rufisque","media/annonces/pics/cfdca3a3126c8698e4c1ef00f746abcb.jpg","A vendre occasion"
"1738688036-294","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Burgman Executive 200ie injection ABS Venant","https://www.dakarvente.com/annonce-36489-burgman-executive-200ie-injection-abs-venant-papiers-cmc-original.html","675.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/7bc1da249693fcecd861f0749d0a8122.jpg","Burgman Executive 200ie ABS injection Venant"
"1738688044-295","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Jakarta KTM","https://www.dakarvente.com/annonce-36553-jakarta-ktm.html","450.000  FCFA","Offre d'un particulier à HLM","media/annonces/pics/f1a7e0ebfa80a6f8c088119fbdac261c.jpeg","*WANTER RANG MOUY GAW!! PROMO RAMADAN!!*

Jakarta KTM VENANT A UN PRIX KHEWEUL DE 450.000f

CONTACT APPEL OU WHATSAPP:

782718278

*- Visible aux Almadies 2*"
"1738688051-296","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","XADW 750 ANNÉE 2018","https://www.dakarvente.com/annonce-36634-xadw-750-anne-2018.html","3.000.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/a7062c3ee4bf7e0fc11551bc9401ea89.jpeg","XADW 750 ANNÉE 2018 



Full options grand écran cuir 

KILOMÉTRAGE :

9.000km 



Prix 3.000.000F



POUR AVOIR PLUS D'INFORMATION CONTACTER SEN taif AUTOMOBILE 

771339733

775106767"
"1738688060-297","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Yamaha Aerox nouveau modèle 50cc","https://www.dakarvente.com/annonce-36701-yamaha-aerox-nouveau-modle-50cc.html","700.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/42b2ea8275439e61cc4e8d650c089e18.jpeg","Yamaha nitro Aerox nouveau modèle 50cc venant de suisse"
"1738688070-298","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Moto cross  DFZ","https://www.dakarvente.com/annonce-36782-moto-cross-dfz.html","875.000  FCFA","Offre d'un particulier à Liberté 2","media/annonces/pics/f0bba325199b5c8a3ce87737449be9f9.jpeg","Moto cross DFZ 200cc avec carte grise plaque et assurance 12mois"
"1738688076-299","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Av Kawasaki zr 750","https://www.dakarvente.com/annonce-36867-av-kawasaki-zr-750.html","1.500.000  FCFA","Demande d'un particulier à Yeumbeul Sud","media/annonces/pics/0196cff51ed38149da146b19c5875991.jpg","Av Kawasaki zr 750"
"1738688084-300","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Piaggio liberty 50cc","https://www.dakarvente.com/annonce-36986-piaggio-liberty-50cc.html","285.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/3660323a46d1c5efa671f395f484a538.jpeg","Piaggio liberty 50cc venant jamais roulé ici et très faible consommation scooter très propre et silencieux pour plus d’info contacté moi"
"1738688092-301","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Piaggio liberty 50cc","https://www.dakarvente.com/annonce-36987-piaggio-liberty-50cc.html","285.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/1702d4c9e928195d1e571aaccd8161dc.jpeg","Piaggio liberty 50cc venant jamais roulé ici et très faible consommation scooter très propre et silencieux pour plus d’info contacté moi"
"1738688108-302","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=4","Piaggio nrg mc3 80cc","https://www.dakarvente.com/annonce-37062-piaggio-nrg-mc3-80cc.html","365.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/440cea807cec7ef56fe4163e629de31c.jpeg","Piaggio nrg mc3 moteur 80cc très nerveux"
"1738688134-303","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Piaggio liberty 50cc","https://www.dakarvente.com/annonce-37063-piaggio-liberty-50cc.html","285.000  FCFA","Demande d'un professionnel à Dakar","media/annonces/pics/19d1cd5306fbba2974748d68f0d036aa.jpeg","Piaggio liberty 50cc venant jamais roulé ici et très faible consommation scooter très propre et silencieux pour plus d’info contacté moi"
"1738688141-304","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Honda X-adv de 2018","https://www.dakarvente.com/annonce-37158-honda-x-adv-de-2018.html","3.300.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/dbe07a692b094369411f78896bf62ed7.jpeg","Honda X-adv de 2018 kilométrage 25.000km  déjà muté plaque numérique A-A



PRIX :3.300.000F"
"1738688147-305","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Je vends une moto Liberty 200 Piaggio","https://www.dakarvente.com/annonce-37657-je-vends-une-moto-liberty-200-piaggio.html","45.000  FCFA","Demande d'un particulier à Médina","media/annonces/pics/f6e6bb8e1560d645c811dbd950fb8222.jpeg","La moto est venant piaggio liberty avec un bon prix et s’est papier complèt"
"1738688158-306","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","TRICYCLE","https://www.dakarvente.com/annonce-37744-tricycle.html","","Offre d'un particulier à Pikine","media/annonces/pics/aaa5867dfe783e61c17b9a96b03f3edb.jpeg","TRICYCLE

MARQUE : ESPERANCE"
"1738688170-307","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Moto scooter","https://www.dakarvente.com/annonce-37824-moto-scooter.html","350.000  FCFA","Offre d'un particulier à Grand Yoff","media/annonces/pics/3e2896ef55afdadf9ca33f576ffb2154.jpg","Kymco dink 200i en bonne état"
"1738688177-308","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Burgman 200cm3 injection ABS papiers cmc original","https://www.dakarvente.com/annonce-37929-burgman-200cm3-injection-abs-papiers-cmc-original.html","700.000  FCFA","Offre d'un particulier à Fass","media/annonces/pics/43b35842b6f70322accea772362ae783.jpg","Burgman 200cm3 injection freins ABS avant-arrière venant"
"1738688185-309","https://dakarvente.com/index.php?page=annonces_categorie&id=3&sort=&nb=3","Moto à vendre","https://www.dakarvente.com/annonce-37940-moto-vendre.html","2.300.000  FCFA","Offre d'un particulier à Dakar","media/annonces/pics/5ac08ea2d087e51bb52d0888793704c1.jpeg","Moto à vendre"
